Text,Class,PureText,ConEmoji,Emojis,Con_emoji_meanings
 ලංකාවේ පාරවල්වල හෙඩ්ලයිට් ගැසීමේ භාෂාව එක්වරක්   ඉස්සර කරන්න ඉඩ දෙන්න  මම ඉස්සර කරනවා  උඹ මගේ පැත්තේ ඉදිරියට එන වාහනයකට  හායි දෙවරක්   ඉස්සර කරන්න ඉඩ දෙන්න  බලාගෙන පොලීසිය ඉදිරියෙන් ඉදිරියට එන වාහනයකට තෙවරක් හෝ   මට මල පැනලා යන්න ඉඩ දීපං  ,Neutral, ලංකාවේ පාරවල්වල හෙඩ්ලයිට් ගැසීමේ භාෂාව එක්වරක්   ඉස්සර කරන්න ඉඩ දෙන්න  මම ඉස්සර කරනවා  උඹ මගේ පැත්තේ ඉදිරියට එන වාහනයකට  හායි දෙවරක්   ඉස්සර කරන්න ඉඩ දෙන්න  බලාගෙන පොලීසිය ඉදිරියෙන් ඉදිරියට එන වාහනයකට තෙවරක් හෝ වැඩි   මට මල පැනලා යන්න ඉඩ දීපං  ,,,
  ඉදකිං හුත්ති තො වෙසියක් තො දන්නේ ඒක එකත් එක්ක හුකන්න වීතරයි තො වදපු අම්මටත් ලැජ්ජාවක් හුත්තියෙ     ,Sexism,  ඉදකිං හුත්ති තො වෙසියක් තො දන්නේ ඒක එකත් එක්ක හුකන්න වීතරයි තො වදපු අම්මටත් ලැජ්ජාවක් හුත්තියෙ     ,,,
   රනිල් අගමැති කරන්න යෝජනාවක් පාර්ලිමේන්තුවට වැනිදා ඡන්ද විමසීමක් දෙමල සන්ධානයත් පක     ,Political,   රනිල් අගමැති කරන්න යෝජනාවක් පාර්ලිමේන්තුවට වැනිදා ඡන්ද විමසීමක් දෙමල සන්ධානයත් පක     ,,,
 කුසාන්ත අක්කලාට ස්ක්‍රීන්ශොට් යවලා පොර වෙලා අයියලාට පොන්නය වෙනවා  😂,Sexism, කුසාන්ත අක්කලාට ස්ක්‍රීන්ශොට් යවලා පොර වෙලා අයියලාට පොන්නය වෙනවා  ,😂,😂,face tears joy
  පොන්න වේසිගේ පුතෝ ගොන් පාට් නොදී ඉදපන් ගොන් ආතල් දෙන්න එපා උබලා උබලගේ ආතල් එක ගනින් පාඩුවේ ,Sexism,  පොන්න වේසිගේ පුතෝ ගොන් පාට් නොදී ඉදපන් ගොන් ආතල් දෙන්න එපා උබලා උබලගේ ආතල් එක ගනින් පාඩුවේ ,,,
   වේසි එක්ක මට ගනුදෙනුවක් ,Sexism,   ඒ වේසි එක්ක මට ගනුදෙනුවක් නෑ දැන් ,,,
 ඩබල් ගේම් එපා ජනපති මරන්න හදපු එවුන් අත්අඩංගුවට ගනු — පොන්න ගේම් බලු කෙඳිරිලි ,Political, ඩබල් ගේම් එපා ජනපති මරන්න හදපු එවුන් වහා අත්අඩංගුවට ගනු — පොන්න ගේම් බලු කෙඳිරිලි ,,,
    බලාන ගියාම වේස ගෑනූන්ගෙයි උඹලගෙයි ලොකු වෙනසක් උන් සල්ලි දෙන එකාට රෙද්ද උස්සනවා උඹලා සල්ලී දෙන එකාගේ පස්ස… ,Sexism,    බලාන ගියාම වේස ගෑනූන්ගෙයි උඹලගෙයි ලොකු වෙනසක් නෑ උන් සල්ලි දෙන එකාට රෙද්ද උස්සනවා උඹලා සල්ලී දෙන එකාගේ පස්ස… ,,,
   නොහුකා හිටහං තෝ දන්න පක ,Sexism,   නොහුකා හිටහං තෝ දන්න පක ,,,
 ප්‍රධාන ධාරාවේ මාධ්‍ය අඩා ඩෙරානා ජාතිවාදී දැන්වීමක් විකාශය කරයි ,Racist, ප්‍රධාන ධාරාවේ මාධ්‍ය අඩා ඩෙරානා ජාතිවාදී දැන්වීමක් විකාශය කරයි ,,,
  තොගෙ තාත්තා ග්‍රාමසේවක කෙනෙක්ද බූරු හුත්ති මිනිස්සුන්ට දදා යන්නේ ෆේක් වේසියො ,Sexism,  තොගෙ තාත්තා ග්‍රාමසේවක කෙනෙක්ද බූරු හුත්ති මිනිස්සුන්ට නම් දදා යන්නේ ෆේක් වේසියො ,,,
  දියවන්නාවෙ කාලකණ්ණි ටික මරල දාන්නම ඕන  පොන්න රනිල හොර මහින්ද ඕකුන්ගෙ හෙන්චයියන් ඔක්කොම මරල දාල උන්ගෙ ගෑනුටික ගණිකා සේවයේ දාන්න ඕන ,Political,  දියවන්නාවෙ කාලකණ්ණි ටික මරල දාන්නම ඕන  පොන්න රනිල හොර මහින්ද ඕකුන්ගෙ හෙන්චයියන් ඔක්කොම මරල දාල උන්ගෙ ගෑනුටික ගණිකා සේවයේ දාන්න ඕන ,,,
    උන් හැමදාම තෑගි දෙන උන් හොඳටම දන්න එවුන්ට තෑගි දෙයි එකෙක්ට හරි තෑගි දුන්නොත් මම පක කපා ගන්නවා  😏,Neutral,    උන් හැමදාම තෑගි දෙන උන් හොඳටම දන්න එවුන්ට තෑගි දෙයි වෙන එකෙක්ට හරි තෑගි දුන්නොත් මම පක කපා ගන්නවා  ,😏,😏,smirking face
  හහහ ගැන්ග් බෑන්ග් නෙවෙයි සහෝදරයා අකවුන්ට් එක රිපෝට් කරන්න කියන එව්වා පොන්න ආතල්  😅  කලින් එකත් කෙලවෙලා අලුත් එකෙන් ආවේ අපි ආතල් දන්නවා ඔයිට වැඩිය  😂  ඔහොම ටිකක් යන් ,Sexism,  හහහ ගැන්ග් බෑන්ග් නෙවෙයි සහෝදරයා අකවුන්ට් එක රිපෝට් කරන්න කියන එව්වා පොන්න ආතල්    කලින් එකත් කෙලවෙලා මේ අලුත් එකෙන් ආවේ අපි ආතල් දන්නවා ඔයිට වැඩිය    ඔහොම ටිකක් යන් ,😅 😂,😅 😂,grinning face sweat face tears joy
 බදුල්ලේ අපි     ,Neutral, බදුල්ලේ අපි     ,,,
 අපේ පලාත 👼,Neutral, ඒ අපේ පලාත ,,👼,
   සිංහලයන්ගේ වර්ජනය හමුවේ බංකොලොත් වූ ආයතනය ලංකාව තුල සමාගම සම්පුර්ණයෙන්ම මිලදි ගෙන ඇත බු… ,Neutral,   සිංහලයන්ගේ වර්ජනය හමුවේ බංකොලොත් වූ ආයතනය ශ්‍රී ලංකාව තුල සමාගම විසින් සම්පුර්ණයෙන්ම මිලදි ගෙන ඇත බු… ,,,
 සුබ පැතුම් කොල්ලෝ 🎓,Neutral, සුබ පැතුම් කොල්ලෝ ,,🎓,
